[Header]
; Displex Transport Data File (default extension .dat)
; Copyright 2016, Hechang LEI, hlei@ruc.edu.cn. All rights reserved.
BYAPP, Displex, 2.0
INFO, Displex AC Transport Measurement Program, Release 2.0.
INFO, Channel 1, Temperature Sensor
INFO, Sample 1 Length (cm): 0.000000; Width (cm): 0.000000; Thickness (cm): 0.000000. 
INFO, Sample 1 Length (cm): 0.000000; Width (cm): 0.000000; Thickness (cm): 0.000000. 

[Data]
Timestamp(s),Time(s),Temp(K),R1(Ohm),R2(Ohm),R3(Ohm),R4(Ohm)
3867331589.33,20805.76,145.965900,,,0.032064200,
3867331602.54,20818.97,146.053800,,,,0.046658200
3867331615.79,20832.22,146.151200,1.902270000,,,
3867331629.05,20845.48,146.243150,,1.134150000,,
3867331642.25,20858.68,146.342850,,,0.032152500,
3867331655.46,20871.89,146.430100,,,,0.046555100
3867331668.94,20885.37,146.523750,1.899420000,,,
3867331682.17,20898.60,146.615150,,1.132300000,,
3867331695.38,20911.81,146.713200,,,0.032248200,
3867331708.58,20925.01,146.803700,,,,0.046700600
3867331721.84,20938.27,146.901100,1.897530000,,,
3867331735.10,20951.53,146.994800,,1.130350000,,
3867331748.30,20964.73,147.079850,,,0.032317300,
3867331761.51,20977.94,147.174400,,,,0.046337700
3867331774.95,20991.38,147.270700,1.894380000,,,
3867331788.22,21004.65,147.361900,,1.128330000,,
3867331801.42,21017.85,147.455350,,,0.032338600,
3867331814.63,21031.06,147.549000,,,,0.046397300
3867331827.92,21044.35,147.646850,1.892080000,,,
3867331841.14,21057.57,147.732650,,1.126220000,,
3867331854.35,21070.78,147.822350,,,0.032421500,
3867331867.55,21083.98,147.919500,,,,0.046434900
3867331880.97,21097.40,148.014400,1.889390000,,,
3867331894.17,21110.60,148.105600,,1.124180000,,
3867331907.37,21123.80,148.195000,,,0.032520000,
3867331920.58,21137.01,148.296900,,,,0.046920100
3867331933.83,21150.26,148.382000,1.886600000,,,
3867331947.09,21163.52,148.479550,,1.122160000,,
3867331960.30,21176.73,148.566900,,,0.032415100,
3867331973.50,21189.93,148.657100,,,,0.047299000
3867331986.94,21203.37,148.759850,1.883420000,,,
3867332000.21,21216.64,148.852000,,1.120240000,,
3867332013.42,21229.85,148.935450,,,0.032794100,
3867332026.63,21243.06,149.033850,,,,0.047189900
3867332039.88,21256.31,149.129450,1.880570000,,,
3867332053.14,21269.57,149.223850,,1.118410000,,
3867332066.34,21282.77,149.315300,,,0.032819700,
3867332079.55,21295.98,149.399400,,,,0.047321600
3867332092.97,21309.40,149.504200,1.877590000,,,
3867332106.16,21322.59,149.599000,,1.116500000,,
3867332119.37,21335.80,149.673000,,,0.032884500,
3867332132.58,21349.01,149.777750,,,,0.047743500
3867332145.83,21362.26,149.880200,1.875310000,,,
3867332159.09,21375.52,149.967300,,1.114700000,,
3867332172.29,21388.72,150.042600,,,0.032982900,
3867332185.50,21401.93,150.151650,,,,0.047931700
3867332198.99,21415.42,150.255700,1.872220000,,,
3867332212.21,21428.64,150.337850,,1.112640000,,
3867332225.42,21441.85,150.428900,,,0.033097600,
3867332238.63,21455.06,150.517750,,,,0.048136300
3867332251.88,21468.31,150.611450,1.868880000,,,
3867332265.13,21481.56,150.704650,,1.110490000,,
3867332278.34,21494.77,150.801400,,,0.033218500,
3867332291.55,21507.98,150.894300,,,,0.048282700
3867332304.93,21521.36,150.986350,1.866120000,,,
3867332318.16,21534.59,151.077700,,1.108450000,,
3867332331.37,21547.80,151.170550,,,0.033209900,
3867332344.57,21561.00,151.265050,,,,0.048362200
3867332357.82,21574.25,151.360050,1.863100000,,,
3867332371.08,21587.51,151.450350,,1.106290000,,
3867332384.29,21600.72,151.544250,,,0.033257300,
3867332397.50,21613.93,151.636250,,,,0.048463800
3867332410.93,21627.36,151.729200,1.860640000,,,
3867332424.11,21640.54,151.816000,,1.104080000,,
3867332437.31,21653.74,151.911400,,,0.032999200,
3867332450.52,21666.95,152.007150,,,,0.048676900
3867332463.77,21680.20,152.104850,1.858310000,,,
3867332477.03,21693.46,152.198350,,1.101820000,,
3867332490.24,21706.67,152.284200,,,0.033441900,
3867332503.44,21719.87,152.370150,,,,0.048958600
3867332516.93,21733.36,152.470000,1.856260000,,,
3867332530.16,21746.59,152.570250,,1.100030000,,
3867332543.36,21759.79,152.665900,,,0.033514400,
3867332556.57,21773.00,152.739300,,,,0.049074100
3867332569.82,21786.25,152.849850,1.853840000,,,
3867332583.08,21799.51,152.949600,,1.097950000,,
3867332596.28,21812.71,153.034600,,,0.033615800,
3867332609.49,21825.92,153.119850,,,,0.049208900
3867332622.93,21839.36,153.211850,1.851420000,,,
3867332636.20,21852.63,153.300800,,1.096040000,,
3867332649.41,21865.84,153.402150,,,0.033687800,
3867332662.62,21879.05,153.501050,,,,0.049363000
3867332675.87,21892.30,153.589500,1.848910000,,,
3867332689.13,21905.56,153.680700,,1.093900000,,
3867332702.33,21918.76,153.771550,,,0.033845000,
3867332715.54,21931.97,153.862850,,,,0.049512900
3867332728.93,21945.36,153.962700,1.847270000,,,
3867332742.15,21958.58,154.055400,,1.091630000,,
3867332755.36,21971.79,154.149150,,,0.033877600,
3867332768.56,21984.99,154.234150,,,,0.049235000
3867332781.81,21998.24,154.331950,1.844970000,,,
3867332795.08,22011.51,154.426050,,1.089650000,,
3867332808.28,22024.71,154.515550,,,0.034022700,
3867332821.49,22037.92,154.606550,,,,0.049490000
3867332834.95,22051.38,154.704150,1.842740000,,,
3867332848.20,22064.63,154.793050,,1.087060000,,
3867332861.41,22077.84,154.890400,,,0.034124000,
3867332874.61,22091.04,154.989850,,,,0.049653900
3867332887.86,22104.29,155.078950,1.840160000,,,
3867332901.13,22117.56,155.165450,,1.084470000,,
3867332914.33,22130.76,155.253100,,,0.034090900,
3867332927.54,22143.97,155.354150,,,,0.049819700
3867332940.94,22157.37,155.450500,1.838660000,,,
3867332954.15,22170.58,155.542300,,1.082240000,,
3867332967.35,22183.78,155.622350,,,0.034315600,
3867332980.56,22196.99,155.718050,,,,0.049934200
3867332993.81,22210.24,155.823300,1.836370000,,,
3867333007.07,22223.50,155.919700,,1.080120000,,
3867333020.28,22236.71,156.005950,,,0.034447500,
3867333033.48,22249.91,156.085600,,,,0.049514500
3867333046.94,22263.37,156.183800,1.834200000,,,
3867333060.20,22276.63,156.283000,,1.078040000,,
3867333073.40,22289.83,156.380000,,,0.034561500,
3867333086.61,22303.04,156.473750,,,,0.049482900
3867333099.86,22316.29,156.564000,1.832120000,,,
3867333113.12,22329.55,156.665000,,1.076070000,,
3867333126.33,22342.76,156.747200,,,0.034445000,
3867333139.53,22355.96,156.836400,,,,0.049606800
3867333152.96,22369.39,156.934250,1.830050000,,,
3867333166.14,22382.57,157.020600,,1.074200000,,
3867333179.35,22395.78,157.113700,,,0.034747300,
3867333192.56,22408.99,157.210050,,,,0.049945900
3867333205.81,22422.24,157.304850,1.827660000,,,
3867333219.07,22435.50,157.397900,,1.072450000,,
3867333232.28,22448.71,157.495000,,,0.034884800,
3867333245.48,22461.91,157.583150,,,,0.050087600
3867333258.97,22475.40,157.670800,1.825510000,,,
3867333272.19,22488.62,157.770950,,1.070460000,,
3867333285.40,22501.83,157.870050,,,0.034998100,
3867333298.61,22515.04,157.963250,,,,0.050241100
3867333311.85,22528.28,158.045950,1.823360000,,,
3867333325.12,22541.55,158.135300,,1.068650000,,
3867333338.32,22554.75,158.232450,,,0.034860700,
3867333351.53,22567.96,158.325700,,,,0.050228700
3867333364.93,22581.36,158.417900,1.821260000,,,
3867333378.14,22594.57,158.511850,,1.066930000,,
3867333391.35,22607.78,158.609900,,,0.035157700,
3867333404.55,22620.98,158.701700,,,,0.050338500
3867333417.80,22634.23,158.794150,1.819300000,,,
3867333431.06,22647.49,158.882900,,1.065090000,,
3867333444.27,22660.70,158.974700,,,0.035241000,
3867333457.48,22673.91,159.068350,,,,0.050531800
3867333470.94,22687.37,159.163750,1.817380000,,,
3867333484.19,22700.62,159.259100,,1.063270000,,
3867333497.40,22713.83,159.349700,,,0.035327100,
3867333510.60,22727.03,159.439500,,,,0.050680100
3867333523.85,22740.28,159.534900,1.815200000,,,
3867333537.11,22753.54,159.627850,,1.061700000,,
3867333550.32,22766.75,159.714050,,,0.036344600,
3867333563.52,22779.95,159.816150,,,,0.050877200
3867333576.98,22793.41,159.914700,1.813070000,,,
3867333590.24,22806.67,160.000950,,1.060170000,,
3867333603.44,22819.87,160.091900,,,0.036782200,
3867333616.65,22833.08,160.187700,,,,0.051056800
3867333629.90,22846.33,160.276600,1.810720000,,,
3867333643.16,22859.59,160.366750,,1.058240000,,
3867333656.37,22872.80,160.454550,,,0.036983200,
3867333669.57,22886.00,160.564000,,,,0.050984700
3867333682.93,22899.36,160.662900,1.808400000,,,
3867333696.18,22912.61,160.735100,,1.056320000,,
3867333709.39,22925.82,160.841250,,,0.036968400,
3867333722.60,22939.03,160.931350,,,,0.051285800
3867333735.87,22952.30,161.018100,1.806280000,,,
3867333749.11,22965.54,161.111050,,1.054370000,,
3867333762.31,22978.74,161.206850,,,0.035775900,
3867333775.52,22991.95,161.295550,,,,0.051637200
3867333788.95,23005.38,161.407400,1.803700000,,,
3867333802.13,23018.56,161.492000,,1.051970000,,
3867333815.34,23031.77,161.565550,,,0.036482200,
3867333828.55,23044.98,161.677400,,,,0.051876500
3867333841.80,23058.23,161.768450,1.801780000,,,
3867333855.06,23071.49,161.853600,,1.049620000,,
3867333868.26,23084.69,161.951600,,,0.036007900,
3867333881.47,23097.90,162.037800,,,,0.051726600
3867333894.93,23111.36,162.141450,1.799780000,,,
3867333908.18,23124.61,162.234350,,1.047470000,,
3867333921.39,23137.82,162.321050,,,0.036172700,
3867333934.59,23151.02,162.415650,,,,0.051923400
3867333947.84,23164.27,162.511900,1.797940000,,,
3867333961.10,23177.53,162.602700,,1.045560000,,
3867333974.31,23190.74,162.691250,,,0.036268400,
3867333987.52,23203.95,162.786750,,,,0.052291600
3867334000.93,23217.36,162.882850,1.795660000,,,
3867334014.13,23230.56,162.974500,,1.043520000,,
3867334027.33,23243.76,163.061100,,,0.036399100,
3867334040.54,23256.97,163.159700,,,,0.052101800
3867334053.79,23270.22,163.252400,1.793770000,,,
3867334067.05,23283.48,163.343400,,1.041450000,,
3867334080.26,23296.69,163.435000,,,0.036790900,
3867334093.46,23309.89,163.532650,,,,0.052291900
3867334106.93,23323.36,163.627300,1.791650000,,,
3867334120.18,23336.61,163.722400,,1.039450000,,
3867334133.38,23349.81,163.813000,,,0.037098100,
3867334146.59,23363.02,163.904000,,,,0.052466700
3867334159.84,23376.27,163.994700,1.789590000,,,
3867334173.10,23389.53,164.084250,,1.036990000,,
3867334186.31,23402.74,164.176500,,,0.037247100,
3867334199.51,23415.94,164.271350,,,,0.052531600
3867334212.94,23429.37,164.366400,1.787330000,,,
3867334226.13,23442.56,164.463750,,1.035220000,,
3867334239.33,23455.76,164.556000,,,0.037539600,
3867334252.54,23468.97,164.644900,,,,0.052729200
3867334265.79,23482.22,164.731600,1.784960000,,,
3867334279.05,23495.48,164.831400,,1.033420000,,
3867334292.26,23508.69,164.932600,,,0.037649400,
3867334305.46,23521.89,165.020800,,,,0.052871500
3867334318.97,23535.40,165.113750,1.782980000,,,
3867334332.17,23548.60,165.200850,,1.031550000,,
3867334345.38,23561.81,165.299400,,,0.037997200,
3867334358.59,23575.02,165.390850,,,,0.053055200
3867334371.84,23588.27,165.485400,1.781300000,,,
3867334385.10,23601.53,165.571800,,1.029770000,,
3867334398.30,23614.73,165.663550,,,0.038199800,
3867334411.51,23627.94,165.762950,,,,0.053152000
3867334424.94,23641.37,165.858150,1.778520000,,,
3867334438.12,23654.55,165.948700,,1.027830000,,
3867334451.33,23667.76,166.043900,,,0.038256200,
3867334464.53,23680.96,166.129250,,,,0.053301500
3867334477.78,23694.21,166.221800,1.776280000,,,
3867334491.05,23707.48,166.313200,,1.026070000,,
3867334504.25,23720.68,166.414250,,,0.038322800,
3867334517.46,23733.89,166.507950,,,,0.053595100
3867334530.96,23747.39,166.601400,1.774040000,,,
3867334544.17,23760.60,166.691100,,1.023630000,,
3867334557.38,23773.81,166.782400,,,0.038525300,
3867334570.58,23787.01,166.875350,,,,0.053798200
3867334583.84,23800.27,166.974400,1.771630000,,,
3867334597.09,23813.52,167.060250,,1.021680000,,
3867334610.30,23826.73,167.153600,,,0.038631400,
3867334623.51,23839.94,167.246250,,,,0.053755200
3867334636.97,23853.40,167.346900,1.769510000,,,
3867334650.22,23866.65,167.433750,,1.019940000,,
3867334663.42,23879.85,167.520700,,,0.038624600,
3867334676.63,23893.06,167.619600,,,,0.053917600
3867334689.88,23906.31,167.716500,1.767490000,,,
3867334703.14,23919.57,167.810400,,1.017890000,,
3867334716.35,23932.78,167.899400,,,0.039481000,
3867334729.55,23945.98,167.994450,,,,0.054100100
3867334742.93,23959.36,168.083900,1.765150000,,,
3867334756.17,23972.60,168.175900,,1.016000000,,
3867334769.37,23985.80,168.269900,,,0.039112000,
3867334782.58,23999.01,168.365700,,,,0.054354800
3867334795.83,24012.26,168.460100,1.762710000,,,
3867334809.09,24025.52,168.548900,,1.013920000,,
3867334822.29,24038.72,168.632250,,,0.039472200,
3867334835.50,24051.93,168.730900,,,,0.054445900
3867334848.93,24065.36,168.826050,1.760050000,,,
3867334862.11,24078.54,168.918000,,1.012030000,,
3867334875.32,24091.75,169.019400,,,0.038260800,
3867334888.53,24104.96,169.108050,,,,0.054624900
3867334901.78,24118.21,169.199000,1.757420000,,,
3867334915.04,24131.47,169.284500,,1.010090000,,
3867334928.25,24144.68,169.390950,,,0.038792000,
3867334941.45,24157.88,169.477550,,,,0.054834700
3867334954.93,24171.36,169.576850,1.754640000,,,
3867334968.16,24184.59,169.663700,,1.007980000,,
3867334981.37,24197.80,169.758000,,,0.039394100,
3867334994.57,24211.00,169.847450,,,,0.055147200
3867335007.82,24224.25,169.943300,1.752210000,,,
3867335021.09,24237.52,170.034700,,1.005720000,,
3867335034.29,24250.72,170.130700,,,0.040878000,
3867335047.50,24263.93,170.222300,,,,0.055391000
3867335060.93,24277.36,170.318900,1.749180000,,,
3867335074.11,24290.54,170.408800,,1.003620000,,
3867335087.32,24303.75,170.497200,,,0.040591700,
3867335100.52,24316.95,170.588250,,,,0.055463100
3867335113.77,24330.20,170.684950,1.746430000,,,
3867335127.04,24343.47,170.780450,,1.001720000,,
3867335140.24,24356.67,170.872650,,,0.040924800,
3867335153.44,24369.87,170.966950,,,,0.055620800
3867335166.84,24383.27,171.063800,1.743790000,,,
3867335180.06,24396.49,171.150500,,0.999770000,,
3867335193.26,24409.69,171.242150,,,0.040644400,
3867335206.47,24422.90,171.338550,,,,0.055851200
3867335219.73,24436.16,171.426950,1.740340000,,,
3867335232.98,24449.41,171.520200,,0.997700000,,
3867335246.19,24462.62,171.613700,,,0.040581000,
3867335259.40,24475.83,171.701050,,,,0.056067900
3867335272.74,24489.17,171.808150,1.737440000,,,
3867335286.01,24502.44,171.901100,,0.995830000,,
3867335299.21,24515.64,171.987650,,,0.040837100,
3867335312.42,24528.85,172.074250,,,,0.056328000
3867335325.66,24542.09,172.168150,1.735550000,,,
3867335338.93,24555.36,172.263250,,0.993860000,,
3867335352.14,24568.57,172.356300,,,0.040705300,
3867335365.34,24581.77,172.455800,,,,0.056643000
3867335378.60,24595.03,172.553200,1.732370000,,,
3867335391.86,24608.29,172.634200,,0.992140000,,
3867335405.06,24621.49,172.723200,,,0.040838700,
3867335418.27,24634.70,172.823000,,,,0.056922500
3867335431.52,24647.95,172.915900,1.730210000,,,
3867335444.78,24661.21,173.016800,,0.990200000,,
3867335457.99,24674.42,173.101600,,,0.041319400,
3867335471.19,24687.62,173.190150,,,,0.057227100
3867335484.44,24700.87,173.281050,1.727510000,,,
3867335497.70,24714.13,173.377200,,0.988200000,,
3867335510.91,24727.34,173.470850,,,0.041201000,
3867335524.11,24740.54,173.567550,,,,0.057510200
3867335537.37,24753.80,173.659100,1.724440000,,,
3867335550.63,24767.06,173.751800,,0.986410000,,
3867335563.83,24780.26,173.837100,,,0.041198100,
3867335577.04,24793.47,173.932950,,,,0.057756100
3867335590.28,24806.71,174.028250,1.721240000,,,
3867335603.55,24819.98,174.126000,,0.984800000,,
3867335616.76,24833.19,174.217400,,,0.041104700,
3867335629.96,24846.39,174.308350,,,,0.058041300
3867335643.22,24859.65,174.399150,1.719160000,,,
3867335656.47,24872.90,174.482900,,0.982930000,,
3867335669.68,24886.11,174.583350,,,0.041519600,
3867335682.88,24899.31,174.684950,,,,0.058277400
3867335696.14,24912.57,174.776150,1.716170000,,,
3867335709.40,24925.83,174.861550,,0.981040000,,
3867335722.61,24939.04,174.952500,,,0.041422200,
3867335735.81,24952.24,175.042750,,,,0.058586800
3867335749.14,24965.57,175.144300,1.713680000,,,
3867335762.32,24978.75,175.221300,,0.979240000,,
3867335775.53,24991.96,175.329700,,,0.041670800,
3867335788.73,25005.16,175.435900,,,,0.058878200
3867335801.98,25018.41,175.521350,1.710820000,,,
3867335815.25,25031.68,175.603650,,0.977130000,,
3867335828.45,25044.88,175.696750,,,0.041785400,
3867335841.66,25058.09,175.784850,,,,0.059187400
3867335855.06,25071.49,175.886900,1.708500000,,,
3867335868.27,25084.70,175.978250,,0.975230000,,
3867335881.48,25097.91,176.062500,,,0.041821100,
3867335894.68,25111.11,176.171700,,,,0.059500900
3867335907.93,25124.36,176.264900,1.704880000,,,
3867335921.19,25137.62,176.347700,,0.973230000,,
3867335934.40,25150.83,176.436950,,,0.042163600,
3867335947.61,25164.04,176.529700,,,,0.059795300
3867335960.92,25177.35,176.626400,1.702150000,,,
3867335974.12,25190.55,176.715450,,0.971260000,,
3867335987.32,25203.75,176.816300,,,0.042104700,
3867336000.53,25216.96,176.914800,,,,0.060122800
3867336013.78,25230.21,177.003300,1.699840000,,,
3867336027.04,25243.47,177.089350,,0.969280000,,
3867336040.25,25256.68,177.175600,,,0.042303100,
3867336053.45,25269.88,177.274000,,,,0.060319400
3867336066.95,25283.38,177.370700,1.697080000,,,
3867336080.17,25296.60,177.465200,,0.967690000,,
3867336093.37,25309.80,177.559500,,,0.042468300,
3867336106.58,25323.01,177.649950,,,,0.060588800
3867336119.83,25336.26,177.742200,1.694660000,,,
3867336133.09,25349.52,177.836850,,0.965880000,,
3867336146.30,25362.73,177.929150,,,0.042405400,
3867336159.50,25375.93,178.025400,,,,0.060962200
3867336172.95,25389.38,178.114350,1.691930000,,,
3867336186.22,25402.65,178.200050,,0.963900000,,
3867336199.42,25415.85,178.299900,,,0.042212400,
3867336212.63,25429.06,178.393450,,,,0.061213700
3867336225.88,25442.31,178.490500,1.688650000,,,
3867336239.14,25455.57,178.574950,,0.962000000,,
3867336252.34,25468.77,178.665350,,,0.039498300,
3867336265.55,25481.98,178.768800,,,,0.061505100
3867336278.99,25495.42,178.859400,1.685630000,,,
3867336292.26,25508.69,178.949800,,0.960110000,,
3867336305.47,25521.90,179.046200,,,0.041781800,
3867336318.68,25535.11,179.141800,,,,0.061914800
3867336331.94,25548.37,179.229700,1.681970000,,,
3867336345.19,25561.62,179.320300,,0.958340000,,
3867336358.39,25574.82,179.413050,,,0.042347900,
3867336371.60,25588.03,179.512500,,,,0.062289800
3867336384.99,25601.42,179.604400,1.678990000,,,
3867336398.21,25614.64,179.692400,,0.956650000,,
3867336411.42,25627.85,179.787050,,,0.043184300,
3867336424.62,25641.05,179.880900,,,,0.062455100
3867336437.88,25654.31,179.970600,1.675660000,,,
3867336451.14,25667.57,180.070550,,0.954910000,,
3867336464.34,25680.77,180.155400,,,0.043758000,
3867336477.55,25693.98,180.251850,,,,0.062679200
3867336490.94,25707.37,180.347650,1.672540000,,,
3867336504.16,25720.59,180.433650,,0.952950000,,
3867336517.36,25733.79,180.527500,,,0.043764100,
3867336530.57,25747.00,180.622900,,,,0.063154800
3867336543.81,25760.24,180.716050,1.669180000,,,
3867336557.08,25773.51,180.808150,,0.950810000,,
3867336570.29,25786.72,180.899550,,,0.042700000,
3867336583.50,25799.93,180.996450,,,,0.063504000
3867336596.93,25813.36,181.095350,1.665870000,,,
3867336610.11,25826.54,181.180100,,0.949090000,,
3867336623.31,25839.74,181.270450,,,0.043384000,
3867336636.52,25852.95,181.363200,,,,0.063511000
3867336649.77,25866.20,181.458800,1.662560000,,,
3867336663.03,25879.46,181.552850,,0.946600000,,
3867336676.24,25892.67,181.647200,,,0.043583200,
3867336689.44,25905.87,181.737800,,,,0.063995000
3867336702.93,25919.36,181.832500,1.659210000,,,
3867336716.15,25932.58,181.924750,,0.944510000,,
3867336729.36,25945.79,182.017000,,,0.043628900,
3867336742.57,25959.00,182.104150,,,,0.064280000
3867336755.87,25972.30,182.198800,1.656240000,,,
3867336769.08,25985.51,182.299650,,0.942420000,,
3867336782.29,25998.72,182.383450,,,0.043779500,
3867336795.49,26011.92,182.480400,,,,0.064503000
3867336808.93,26025.36,182.579650,1.652950000,,,
3867336822.20,26038.63,182.668350,,0.940020000,,
3867336835.41,26051.84,182.762200,,,0.043780900,
3867336848.61,26065.04,182.859400,,,,0.064839000
3867336861.87,26078.30,182.951450,1.649580000,,,
3867336875.13,26091.56,183.033700,,0.937950000,,
3867336888.33,26104.76,183.127200,,,0.042421200,
3867336901.54,26117.97,183.225500,,,,0.064766000
3867336914.93,26131.36,183.320850,1.646500000,,,
3867336928.15,26144.58,183.411300,,0.936030000,,
3867336941.36,26157.79,183.504050,,,0.041741800,
3867336954.56,26170.99,183.584950,,,,0.065258000
3867336967.82,26184.25,183.691850,1.643620000,,,
3867336981.08,26197.51,183.788500,,0.933960000,,
3867336994.28,26210.71,183.877250,,,0.041354100,
3867337007.49,26223.92,183.964300,,,,0.065561000
3867337020.93,26237.36,184.064950,1.640730000,,,
3867337034.20,26250.63,184.155900,,0.932060000,,
3867337047.41,26263.84,184.248600,,,0.044377200,
3867337060.61,26277.04,184.344300,,,,0.066048000
3867337073.87,26290.30,184.431150,1.637480000,,,
3867337087.12,26303.55,184.518600,,0.930300000,,
3867337100.33,26316.76,184.614100,,,0.044503900,
3867337113.54,26329.97,184.711000,,,,0.065846000
3867337126.93,26343.36,184.814900,1.634340000,,,
3867337140.15,26356.58,184.900400,,0.928390000,,
3867337153.35,26369.78,184.991800,,,0.044130200,
3867337166.56,26382.99,185.085850,,,,0.065687000
3867337179.81,26396.24,185.174250,1.631180000,,,
3867337193.07,26409.50,185.269100,,0.926730000,,
3867337206.28,26422.71,185.363800,,,0.044638000,
3867337219.48,26435.91,185.453850,,,,0.066423000
3867337232.95,26449.38,185.556450,1.627950000,,,
3867337246.20,26462.63,185.637500,,0.925100000,,
3867337259.40,26475.83,185.730900,,,0.045272500,
3867337272.61,26489.04,185.826700,,,,0.066467000
3867337285.86,26502.29,185.921000,1.624880000,,,
3867337299.12,26515.55,186.016500,,0.923190000,,
3867337312.33,26528.76,186.103550,,,0.044951600,
3867337325.53,26541.96,186.197700,,,,0.066699000
3867337338.98,26555.41,186.298200,1.621560000,,,
3867337352.24,26568.67,186.389250,,0.921300000,,
3867337365.45,26581.88,186.475750,,,0.044147300,
3867337378.65,26595.08,186.569550,,,,0.066924000
3867337391.90,26608.33,186.667100,1.618250000,,,
3867337405.17,26621.60,186.755900,,0.919570000,,
3867337418.37,26634.80,186.847150,,,0.044620000,
3867337431.58,26648.01,186.942100,,,,0.067173000
3867337444.92,26661.35,187.039250,1.614870000,,,
3867337458.19,26674.62,187.129800,,0.917690000,,
3867337471.40,26687.83,187.223150,,,0.044655600,
3867337484.60,26701.03,187.312250,,,,0.067381000
3867337497.87,26714.30,187.406300,1.612050000,,,
3867337511.12,26727.55,187.501400,,0.915910000,,
3867337524.32,26740.75,187.590950,,,0.044269600,
3867337537.53,26753.96,187.684600,,,,0.067610000
3867337550.97,26767.40,187.782150,1.608760000,,,
3867337564.24,26780.67,187.872750,,0.914220000,,
3867337577.45,26793.88,187.960800,,,0.044317400,
3867337590.65,26807.08,188.055900,,,,0.068096000
3867337603.91,26820.34,188.154750,1.605500000,,,
3867337617.16,26833.59,188.246350,,0.912440000,,
3867337630.37,26846.80,188.342400,,,0.044489700,
3867337643.58,26860.01,188.432850,,,,0.067128000
3867337656.92,26873.35,188.523350,1.601780000,,,
3867337670.19,26886.62,188.610750,,0.910730000,,
3867337683.39,26899.82,188.707050,,,0.044634400,
3867337696.60,26913.03,188.801150,,,,0.067532000
3867337709.86,26926.29,188.895000,1.598160000,,,
3867337723.11,26939.54,188.988700,,0.908880000,,
3867337736.32,26952.75,189.079750,,,0.045302200,
3867337749.53,26965.96,189.171700,,,,0.067816000
3867337762.94,26979.37,189.266700,1.594720000,,,
3867337776.14,26992.57,189.358400,,0.907050000,,
3867337789.34,27005.77,189.453100,,,0.045341800,
3867337802.55,27018.98,189.541700,,,,0.068465000
3867337815.80,27032.23,189.639600,1.591790000,,,
3867337829.06,27045.49,189.731700,,0.905490000,,
3867337842.27,27058.70,189.822750,,,0.045020800,
3867337855.47,27071.90,189.912650,,,,0.068787000
3867337868.94,27085.37,190.005650,1.588770000,,,
3867337882.19,27098.62,190.103200,,0.903810000,,
3867337895.39,27111.82,190.200350,,,0.045315000,
3867337908.60,27125.03,190.288750,,,,0.068965000
3867337921.85,27138.28,190.382250,1.584520000,,,
3867337935.11,27151.54,190.474850,,0.902120000,,
3867337948.31,27164.74,190.562000,,,0.045106800,
3867337961.52,27177.95,190.653900,,,,0.069049000
3867337974.94,27191.37,190.752700,1.581290000,,,
3867337988.13,27204.56,190.848800,,0.900620000,,
3867338001.34,27217.77,190.946200,,,0.045162800,
3867338014.54,27230.97,191.033650,,,,0.069247000
3867338027.80,27244.23,191.122050,1.578440000,,,
3867338041.06,27257.49,191.208900,,0.899180000,,
3867338054.27,27270.70,191.311550,,,0.045868900,
3867338067.47,27283.90,191.404050,,,,0.069642000
3867338080.83,27297.26,191.501800,1.575380000,,,
3867338094.08,27310.51,191.590550,,0.898210000,,
3867338107.29,27323.72,191.678750,,,0.045917500,
3867338120.49,27336.92,191.767700,,,,0.070119000
3867338133.79,27350.22,191.868100,1.571980000,,,
3867338147.00,27363.43,191.957600,,0.896750000,,
3867338160.21,27376.64,192.056550,,,0.045855000,
3867338173.42,27389.85,192.152700,,,,0.070149000
3867338186.93,27403.36,192.241050,1.568780000,,,
3867338200.13,27416.56,192.325400,,0.895380000,,
3867338213.34,27429.77,192.423500,,,0.046705300,
3867338226.54,27442.97,192.518400,,,,0.070291000
3867338239.79,27456.22,192.613600,1.565660000,,,
3867338253.05,27469.48,192.703200,,0.893760000,,
3867338266.26,27482.69,192.797600,,,0.047383500,
3867338279.46,27495.89,192.887900,,,,0.070388000
3867338292.97,27509.40,192.986000,1.562860000,,,
3867338306.18,27522.61,193.076250,,0.892200000,,
3867338319.38,27535.81,193.164800,,,0.047507700,
3867338332.59,27549.02,193.260050,,,,0.070492000
3867338345.85,27562.28,193.354300,1.559820000,,,
3867338359.10,27575.53,193.446500,,0.890570000,,
3867338372.31,27588.74,193.543000,,,0.047723300,
3867338385.51,27601.94,193.632450,,,,0.070983000
3867338398.94,27615.37,193.728050,1.556230000,,,
3867338412.12,27628.55,193.821600,,0.888910000,,
3867338425.33,27641.76,193.911200,,,0.047878600,
3867338438.54,27654.97,194.003750,,,,0.071141000
3867338451.79,27668.22,194.099600,1.552820000,,,
3867338465.05,27681.48,194.189250,,0.887470000,,
3867338478.26,27694.69,194.281800,,,0.047205600,
3867338491.46,27707.89,194.376150,,,,0.071153000
3867338504.84,27721.27,194.470650,1.549550000,,,
3867338518.07,27734.50,194.564100,,0.885710000,,
3867338531.28,27747.71,194.655250,,,0.047550300,
3867338544.49,27760.92,194.745100,,,,0.071149000
3867338557.75,27774.18,194.842400,1.546670000,,,
